지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균현지기압(hPa),평균해면기압(hPa),평균수증기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),평균중하층운량(1/10),합계 일조시간(hr),일조율(%),합계 일사량(MJ/m2),평균지면온도(°C)
172,고창,2021-08,25.7,30.5,1001.7,1007.6,26.2,80,345.7,2.3,6.9,.9,156,38.58,497.4,28.3
172,고창,2021-09,22.4,27,1006.8,1012.9,21.6,81,139.9,2.6,6.5,1.6,140.5,37.77,426.77,24
172,고창,2021-10,15.8,22.2,1015,1021.3,14.4,77,43.9,2.3,4.5,.8,212.2,60.59,434.83,17.6
172,고창,2021-11,9.2,15.4,1014.1,1020.5,8.7,75,86.4,2.6,4.8,1,158.2,51.05,287.46,9.2
172,고창,2021-12,2.8,8.3,1019.2,1025.8,5.6,73,23.2,2.9,5.6,1.5,135.5,44.47,251.42,3.4
172,고창,2022-01,-.4,4.8,1018.9,1025.6,4,67,7.3,2.5,5.3,1.4,174.1,55.69,319.71,.5
172,고창,2022-02,.1,5.7,1020.1,1026.8,3.7,61,5.1,3.1,5.4,.6,180.7,59.15,386.39,1.7
174,순천,2018-01,-1.7,3.8,1002.6,1023.8,3.6,66,21.6,2.5,,,186.2,59.36,,-.4
174,순천,2018-02,.2,6.7,1002.2,1023,3.6,58,31.4,2.5,,,179.3,58.61,,.7
174,순천,2018-03,8,14.9,999.5,1019.6,7.9,75,150,1.9,,,205.4,55.33,,9
174,순천,2018-04,12.9,19.6,996.5,1016.1,10.2,71,121.1,2,,,206.3,52.59,,14
174,순천,2018-05,17.2,23.2,992.4,1011.6,15.3,79,104,1.6,,,168.9,38.91,,19.3
174,순천,2018-06,21.2,27.2,988.8,1007.7,19.6,80,177.1,1.5,,,187.8,43.24,,25.2
174,순천,2018-07,26,31.2,989.7,1008.2,27.6,84,100.9,1.4,,,211.6,47.87,,30.6
174,순천,2018-08,26.4,31.5,988.6,1007.1,28.2,84,359.4,1.7,6.1,3.1,197.9,47.44,,32.1
174,순천,2018-09,19.6,25.1,993.7,1012.7,20.2,88,218.5,1.2,6.5,3.7,145.1,38.98,,21.9
174,순천,2018-10,12.6,19.5,998.7,1018.4,11.6,80,178.1,1.7,4.6,2.5,229,65.32,,13.8
174,순천,2018-11,7.6,15.5,1003,1023.1,8.1,79,41.2,1.2,4.3,2.5,194.9,62.73,,7.9
174,순천,2018-12,2.1,7.7,1005.6,1026.3,5.3,68,29.1,2.3,4.9,3.2,178.1,58.3,,1.8
174,순천,2019-01,1.2,7.3,1004.7,1025.4,4.1,62,12.1,2.9,4,2.9,222.2,70.92,,.1
174,순천,2019-02,2.9,9.2,1002.8,1023.3,4.7,63,40.5,2.4,5.9,4.2,179.2,58.58,,2.7
174,순천,2019-03,7.5,14.6,997.2,1017.3,6.6,65,42.9,2.4,4.9,3.1,222.2,59.92,,7.4
174,순천,2019-04,11.8,18.2,995.2,1014.9,9.9,72,109.9,1.9,5.3,3.7,177.8,45.37,,13.2
174,순천,2019-05,17.4,25,992.8,1012,13.2,69,117.7,1.9,4.9,2.5,258.8,59.63,,20.1
174,순천,2019-06,20.6,26.3,988,1006.9,20.2,85,232.6,1.4,6.1,3.9,187.6,43.2,,24.4
174,순천,2019-07,23.6,27.8,987.7,1006.3,26.3,91,342.4,1.4,7.3,4.7,128.9,29.16,,26.4
174,순천,2019-08,25,30.1,988.2,1006.8,25.7,82,99,1.4,6.1,3.3,185.4,44.44,,29.6
174,순천,2019-09,21.4,26.3,994.8,1013.7,21.6,85,304.5,1.2,7,4.3,131,35.17,,24.4
174,순천,2019-10,14.9,21.5,998.5,1018,13,78,208.5,1.4,5.2,2.7,206.7,58.89,,17.5
174,순천,2019-11,8.8,16.2,1001.9,1021.9,8.2,71,23,1.8,4.6,2.4,187.8,60.41,,9.1
174,순천,2019-12,2.6,8.9,1004.4,1025,5.2,70,35.1,2.2,4.5,2.7,167.2,54.77,,2.6
174,순천,2020-01,3.5,8.2,1001.9,1022.4,5.7,71,100.1,2.5,5.9,4.1,119.2,39.31,,2.9
174,순천,2020-02,3.9,10,1003.6,1024.1,5.8,69,35.9,2.5,4.7,3.4,175.2,55.3,,4.9
174,순천,2020-03,7.3,14.5,997.5,1017.6,6.4,64,50.7,2.4,4.1,2.4,237.1,63.75,,9.1
174,순천,2020-04,10.2,17.3,997.3,1017.2,6.7,57,73.4,2.9,3.8,2.3,268.1,68.25,,11.1
174,순천,2020-05,17.1,22.8,991,1010.2,14.6,77,112.3,2.2,6.2,3.9,190.1,43.74,,18.4
174,순천,2020-06,22,27.5,987.3,1006,20.9,81,246.7,1.7,6.1,3.5,183.5,42.24,,24.9
174,순천,2020-07,22.3,26.1,987.7,1006.4,24.1,90,453.1,1.3,,,55.8,12.63,,23.9
174,순천,2020-08,26.7,31.1,990.3,1008.8,29.8,87,544.1,1.6,,,138.1,33.13,,28
174,순천,2020-09,19.7,25.4,991.9,1011,19.7,86,239.3,1.3,6.5,2.9,138.4,37.23,,21.8
174,순천,2020-10,13.7,21.2,999.8,1019.4,11.2,73,17.9,1.7,4.9,2.3,220.6,62.97,,15.4
174,순천,2020-11,8.9,15.3,1003.8,1024,8.1,69,22.4,2.2,4.6,2.7,170.7,55.01,,9
174,순천,2020-12,1.1,7.8,1004.7,1025.5,4.3,65,10.2,2.5,4.2,2.2,194.1,63.58,,1.3
174,순천,2021-01,0,6.3,1003,1023.8,4.8,73,27.8,2.2,4.9,2.6,172.5,54.97,,.8
174,순천,2021-02,3.9,11,1000.2,1020.7,5.1,63,37,2.6,4.6,1.9,176.7,57.73,,3.3
174,순천,2021-03,9.3,16.1,998.8,1018.7,8,71,161.1,2.1,5.3,2.7,211.8,57,,8.9
174,순천,2021-04,13.2,19.7,997.8,1017.5,8.8,61,62.6,2.3,5.5,2.9,228.2,58.14,,14.3
174,순천,2021-05,16.7,23,989.7,1009,13.8,73,92.1,2.1,5.9,3.1,198.5,45.68,,18.2
174,순천,2021-06,21.7,27.4,988.4,1007.2,20.3,80,76,1.6,6.3,2.9,175.7,40.45,,25
174,순천,2021-07,25.4,30.5,989,1007.5,27.2,85,337.7,1.3,6.7,2.8,165.8,37.52,,28.4
174,순천,2021-08,25.1,30.2,988.8,1007.4,27,86,282.1,1.3,7,3.2,160.5,38.48,,26.9
174,순천,2021-09,21.4,26.5,993.2,1012.1,21.5,86,154.3,1.3,7.2,3.7,108.6,29.2,,21.7
174,순천,2021-10,15.2,22.5,1000.4,1019.9,14.3,79,35.6,1.5,4.4,2.4,207.9,59.3,,16.9
174,순천,2021-11,7.9,15.6,999.1,1019.2,8.1,78,50.9,1.8,4,1.7,181.9,58.58,,7.9
174,순천,2021-12,2.3,9,1003.3,1023.9,5.3,72,3.7,2.6,3.7,1.9,175.3,57.42,,2.3
174,순천,2022-01,.6,6.9,1002.5,1023.3,3.6,58,0,2.7,4.4,2.6,202.7,64.6,,.8
174,순천,2022-02,.7,7,1003.7,1024.5,3.4,55,0,3.1,4.8,2.2,198.9,65.02,,2.4
175,진도(첨찰산),2018-01,-1.5,2.4,965,1024.1,4.3,76,54,4.7,,,153,48.63,,1
175,진도(첨찰산),2018-02,-.3,4.5,964.7,1023.5,3.9,64,26.5,4.7,,,163.3,53.24,,1.3
175,진도(첨찰산),2018-03,7.6,13.3,962.9,1020,7.7,73,146.2,4.5,,,205.3,55.32,,9.7
175,진도(첨찰산),2018-04,12.4,18.3,959.9,1015.7,10,71,159.5,4.9,,,204,52.11,,15.4
175,진도(첨찰산),2018-05,16.2,20.8,956.9,1011.6,15.1,81,135.7,4.5,,,166.5,38.43,,19
175,진도(첨찰산),2018-06,20.1,25.2,954.3,1008,19.1,82,164.6,3.8,,,196.5,46.94,,25.6
175,진도(첨찰산),2018-07,24.6,29.4,955.2,1008.2,26.7,87,60.3,4,,,209.8,47.64,,30.6
175,진도(첨찰산),2018-08,25.2,29.8,953.9,1006.7,28.3,89,175.2,4.8,,,192.8,46.32,,30.8
175,진도(첨찰산),2018-09,19.3,24.1,958.5,1012.6,19,84,168,3.9,,,143.6,38.6,,21.8
175,진도(첨찰산),2018-10,12.9,18.2,962.8,1018.7,10.8,73,224.8,3.8,,,228.7,65.08,,15.4
175,진도(첨찰산),2018-11,9,14.3,966.3,1023.3,7.7,67,45.2,3.6,,,208.2,66.75,,9.3
175,진도(첨찰산),2018-12,1.4,5.3,968.1,1026.9,5.6,77,34.6,4.2,,,135.1,43.93,,2.9
175,진도(첨찰산),2019-01,-.3,4.4,967.4,1026.6,4.4,74,18.7,4.8,,,189.5,60.24,,1.4
175,진도(첨찰산),2019-02,1,6.1,965.4,1024.2,4.7,70,33.5,5.1,,,151.7,49.49,,2.6
175,진도(첨찰산),2019-03,5.8,11.8,960.9,1018.3,6.3,69,49,5.4,,,214.6,57.83,,8.7
175,진도(첨찰산),2019-04,10.2,15.9,959.1,1015.4,8.9,71,57.1,4.7,,,170.1,43.46,,13.5
175,진도(첨찰산),2019-05,16.3,22.2,957.8,1012.6,10.4,56,135.5,5.5,,,276,63.76,,20.2
175,진도(첨찰산),2019-06,18.6,23.9,953.3,1007.3,17.4,82,220.2,3.7,,,189.7,43.81,,23.3
175,진도(첨찰산),2019-07,21.6,25.1,952.9,1006.2,22.3,89,273.2,4.4,,,105.3,23.9,,24.9
175,진도(첨찰산),2019-08,,,,,,,,,,,48.6,70.23,,
177,홍성,2018-01,-3.2,1.2,1021.4,1024.7,3.9,76,15.5,1.3,5.2,3.9,170.8,55.15,281.51,-.8
177,홍성,2018-02,-1.3,4.2,1020.7,1024,3.5,62,33.5,1.8,4.3,2.4,202.1,66.46,357.09,.3
177,홍성,2018-03,7.5,13.3,1017.1,1020.2,8.8,82,70.4,2,5.2,4.2,202.5,54.6,458.23,9.2
177,홍성,2018-04,12.2,18.2,1012.6,1015.7,10.6,76,155.2,2.1,4.8,3.3,229.6,58.26,541.35,15
177,홍성,2018-05,17.6,22.8,1008.4,1011.4,16.2,81,112.7,1.9,5.8,3.7,222.7,50.88,588.34,20.5
177,홍성,2018-06,21.9,27.5,1004.8,1007.7,21.4,84,88.2,1.5,6.2,3.5,221.6,50.46,609.02,27.1
177,홍성,2018-07,26.6,31.5,1005.5,1008.4,31.3,91,222.3,1.4,4.7,3.2,269.9,60.5,653.91,32
177,홍성,2018-08,27.6,32.4,1004.1,1006.9,30.4,83,211.3,1.5,5.8,3.4,227.6,54.23,544.58,32.3
177,홍성,2018-09,20.3,25.2,1010.2,1013.1,18.8,80,88.6,1.4,5.2,3,213.7,57.31,471.25,22.4
177,홍성,2018-10,12.3,18.6,1015.9,1019,10.7,77,203.9,1.2,4.1,2.4,237.4,67.98,414.05,13.7
177,홍성,2018-11,6.9,13.2,1020.5,1023.7,7.9,79,66.1,.9,4.4,2.8,172.5,56.06,265.01,7.8
177,홍성,2018-12,0,4.9,1024.5,1027.7,4.6,69,31.3,1.3,5.2,3.3,185.8,61.6,251.13,1.5
177,홍성,2019-01,-.9,4.8,1023.4,1026.7,3.7,65,.3,1.2,3.9,2.6,206.5,66.72,294.8,.1
177,홍성,2019-02,.7,6.5,1021.4,1024.7,4.3,67,23.2,1.3,5.7,2.9,176.9,58.25,322.16,2.1
177,홍성,2019-03,6.2,12.5,1014.4,1017.6,6.1,66,36.6,2,4.8,2.9,226.4,61.06,476.18,7.6
177,홍성,2019-04,11.2,17.2,1012.1,1015.2,8.8,67,46.6,1.7,5.6,3.3,201.3,51.12,503.99,13.8
177,홍성,2019-05,17.9,24.8,1009,1012,12.9,65,21.7,1.9,4.1,1.6,309,70.61,732.42,22.8
177,홍성,2019-06,21.3,26.7,1004.1,1007.1,19.9,81,46.7,1.3,5.5,3.3,227.9,51.89,614.43,25.9
177,홍성,2019-07,24.9,29,1003,1005.9,26.3,85,228.6,1.8,7,4.6,172.3,38.61,502.5,28.3
177,홍성,2019-08,25.8,30.6,1003.8,1006.7,26.4,81,150.7,1.3,5.7,3,245,58.35,580.27,28.8
177,홍성,2019-09,21.1,25.8,1011.2,1014.2,20.5,82,141.6,1.2,6.9,3.6,137.2,36.77,369.16,23.3
177,홍성,2019-10,15,20.9,1015.7,1018.8,13.2,78,77,1.1,4.8,3.2,202.8,58.01,387.08,17.3
177,홍성,2019-11,7.3,13.8,1019.4,1022.5,7.9,76,119.7,1.1,4.7,3,173,56.21,275.93,9
177,홍성,2019-12,2.1,6.8,1022.3,1025.9,5.5,75,29.6,1,5.3,4.1,158.2,52.44,222.63,2.7
177,홍성,2020-01,1.6,6.6,1020.1,1023.6,5.2,75,73,1.1,6.2,4.1,157,50.78,246.57,2.2
177,홍성,2020-02,2.6,8,1021.6,1025.1,5.6,73,85.2,1.2,5.1,3.8,184.4,58.58,324.04,4
177,홍성,2020-03,6.9,13.2,1015,1018.4,6.1,62,26.6,1.9,3.7,2.4,254.3,68.43,528.2,10
177,홍성,2020-04,10.3,16.5,1014.5,1017.8,7,57,13.8,2.3,3,1.4,308.8,78.3,668.3,15
177,홍성,2020-05,17.4,23,1007.1,1010.4,14.1,73,91.3,1.6,6.6,4.5,214.6,48.97,592.68,20.9
177,홍성,2020-06,22.4,27.7,1003.2,1006.4,20.9,79,191.7,1.7,6.3,4,213.7,48.65,586.28,26.4
177,홍성,2020-07,23.2,27.1,1003.4,1006.6,23.9,85,353.6,1.4,8,5.8,109.2,24.49,418.27,25.4
177,홍성,2020-08,26.8,30.4,1005.3,1008.4,29.8,86,456.4,1.9,7.5,5.5,139.2,33.19,419.97,29.2
177,홍성,2020-09,20.7,25.3,1008.9,1012.1,19.3,80,251.2,1.8,6,3.2,197.3,53.01,446.43,22.9
177,홍성,2020-10,13.2,19.7,1017.7,1021,10.9,73,19.5,1.3,4.3,1.7,231.1,66.26,418.15,15.3
177,홍성,2020-11,8.1,13.5,1022,1025.4,8.1,73,41.7,1.2,5.1,3.9,167.1,54.39,264.39,8.8
177,홍성,2020-12,.3,5.4,1023.6,1027.1,4.5,70,5.7,1.2,5.1,3.9,180.2,59.77,250.25,1.4
177,홍성,2021-01,-1.9,3.3,1021.6,1025.2,4.2,73,28.6,1.3,5.3,4,174.7,56.39,265.28,.7
177,홍성,2021-02,3.1,8.7,1018.5,1022,5,63,12.5,2,4.2,2.5,199.3,65.49,349.25,3.9
177,홍성,2021-03,7.9,14.5,1016.7,1020.1,7.3,71,100.5,1.5,5.1,3.2,208.7,56.21,459.99,9.8
177,홍성,2021-04,13.1,19.4,1015.2,1018.5,8.8,61,72.9,1.8,5.1,3.4,218.1,55.3,555.23,15.7
177,홍성,2021-05,16.6,22.1,1006.2,1009.5,13.5,73,141.7,1.9,5.9,3.9,211.5,48.3,560.09,18.6
177,홍성,2021-06,22.2,27.2,1004.6,1007.8,20.7,79,67.5,1.5,6.4,3.9,212,48.27,587.46,25.2
177,홍성,2021-07,26.5,31.5,1004.9,1008,27.6,82,114.5,1.3,6.3,3.3,235,52.68,616.54,31.6
177,홍성,2021-08,25,29.4,1005.4,1008.6,25.9,83,280.8,1.3,7.3,4,156.6,37.34,452,29.4
177,홍성,2021-09,21.7,26.4,1010.2,1013.4,20.9,82,260.2,1.3,6.1,3.7,183.4,49.21,433.57,24.4
177,홍성,2021-10,15.2,21.1,1018.2,1021.5,14.2,78,41.6,1.2,4.7,2.8,206.9,59.3,384.72,17.5
177,홍성,2021-11,8.2,14.1,1016.8,1020.2,8.6,80,105.6,1.2,5.2,3.9,173,56.3,265.38,9.3
177,홍성,2021-12,1.4,6.7,1022.2,1025.8,5.3,75,16.4,1.2,4.6,3.9,162.6,53.93,230.63,2.2
177,홍성,2022-01,-1.8,4,1022.2,1025.8,3.6,68,5.2,1,3.8,2.6,212,68.48,306.13,-.2
177,홍성,2022-02,-.6,4.8,1023.2,1026.7,3.6,62,4,1.7,4.3,2.9,211.1,69.42,361.57,1.4
184,제주,2018-01,4.9,7.3,1021.7,1024.2,6,67,58,3.8,7.7,6.6,73.8,23.3,184.41,5
184,제주,2018-02,5.5,8.7,1021.2,1023.8,5.5,60,86.6,3.7,6.2,4.9,122.2,39.7,286.47,5.9
184,제주,2018-03,11.4,15.3,1017.5,1020,9.9,72,118,3,4.8,3.5,190.9,51.39,450.58,13.2
184,제주,2018-04,15.9,19.6,1013.8,1016.3,12.6,68,112.5,2.9,5.2,3.4,205.6,52.65,550.16,19
184,제주,2018-05,19.1,23.1,1009.7,1012.1,16.8,76,98.8,2.9,6.8,4.3,159.9,37.11,543.09,22.1
184,제주,2018-06,22.3,25.6,1006,1008.4,21.3,79,211.1,2.7,6.5,3.2,187,43.41,576.1,26.1
184,제주,2018-07,27.3,30.1,1006,1008.3,29.1,81,48.7,2.7,5.1,3.5,233.7,53.34,632.09,31.7
184,제주,2018-08,28.8,32.1,1004.3,1006.6,30.5,78,376.5,3.3,5.1,3.5,245.7,59.22,613.7,32.3
184,제주,2018-09,23.9,26.8,1010.4,1012.7,22.4,75,187.7,2.8,7.1,4.7,122.8,33.02,386.19,25
184,제주,2018-10,17.9,20.9,1016.4,1018.8,13.3,64,347,3.2,5,3.7,174.8,49.62,371.85,18.6
184,제주,2018-11,13.9,17.2,1020.6,1023.1,10.5,65,28.6,2.6,4.8,3.1,161.4,51.47,294.87,13
184,제주,2018-12,8.7,11.2,1024,1026.6,8.1,68,96,3.6,7.8,6.2,61.9,20.01,155.8,8.1
184,제주,2019-01,6.4,8.9,1024,1026.5,6.2,64,24.2,3.3,6.5,5.4,97.5,30.78,222.25,6.5
184,제주,2019-02,7.4,10.2,1021.5,1024.1,6.6,63,37.9,3,7,4.7,110.9,36.05,262.06,7.8
184,제주,2019-03,10.8,14.4,1016.2,1018.7,8.2,63,55.5,3.5,5.5,3.6,187.6,50.51,464.14,13
184,제주,2019-04,14.7,18.4,1013,1015.4,11.7,68,46.4,3,5.4,3.7,196.1,50.22,523.03,18.1
184,제주,2019-05,20,23.8,1010.5,1012.9,13,56,42.8,3,5.4,2.4,262.3,60.91,682.44,23.8
184,제주,2019-06,21.5,25.1,1005.3,1007.7,20.4,80,145.8,2.6,6.2,3.5,194.3,45.11,594.51,25.1
184,제주,2019-07,25.2,27.9,1004.1,1006.5,27,85,510.1,2.6,6.9,3.8,175.1,39.96,536.39,27.3
184,제주,2019-08,27.7,30.6,1004.7,1007.1,28.7,77,242.3,2.8,6.2,4,176.5,42.53,519.94,30.1
184,제주,2019-09,24,26.6,1010.8,1013.2,24.9,84,610.6,2.9,7,4.8,120.9,32.49,369.79,25.2
184,제주,2019-10,19.7,22.6,1015.9,1018.3,16.1,69,188.6,2.9,5.3,4,160.7,45.59,368.14,20.2
184,제주,2019-11,14.6,18.3,1019.9,1022.4,11.2,65,27.5,3,5.3,4,146.9,46.78,289.92,14.7
184,제주,2019-12,9.7,12.5,1022.9,1025.4,8,64,48.2,3.3,7.1,5.6,81.1,26.19,174.39,8.8
184,제주,2020-01,8.9,11,1020.4,1023,7.7,66,116.7,3.5,8,6.5,47.5,15,163.1,8.1
184,제주,2020-02,9.1,12.3,1022.4,1024.9,8,66,29.8,3.3,6.2,4.9,115.7,36.32,283.9,8.9
184,제주,2020-03,11.5,15.1,1016.2,1018.7,8.7,63,81.6,3.2,5.1,3.1,196.3,52.78,463.7,12.7
184,제주,2020-04,13.2,16.9,1016.5,1019,8.4,56,82.3,3.3,3.9,2,261.7,66.9,631.61,15.9
184,제주,2020-05,18.8,23.4,1008.6,1011,15.9,74,20.6,2.9,5.6,3.3,210,48.69,614.98,21.5
184,제주,2020-06,22.4,26.1,1004.6,1007,22.5,83,221.5,2.7,6.7,3.7,164.4,38.16,514.61,24.4
184,제주,2020-07,24.2,27.3,1004.7,1007.1,25.6,85,184.7,2.9,7.9,5.1,114.4,26.14,466.66,25.3
184,제주,2020-08,29.4,32.8,1006.7,1009.1,29.9,74,140.4,2.9,5.2,2.6,239.5,57.82,609.75,30.4
184,제주,2020-09,22.9,25.6,1009.2,1011.6,21.1,76,400.5,3,6.7,4.3,134.3,36.16,376.53,23.8
184,제주,2020-10,18.4,21.2,1017.8,1020.3,13,61,53.7,2.9,5.5,3.7,180,51.21,404.97,19.5
184,제주,2020-11,14.1,17.3,1022.4,1024.9,10.8,65,28.2,2.9,5.8,4.5,130.3,41.59,268.92,13
184,제주,2020-12,7.7,10.4,1023.8,1026.4,6.5,61,29.5,3.4,6.7,5.6,96.2,31.07,205.64,7.1
184,제주,2021-01,6.8,9.8,1021.9,1024.5,6.6,65,116.6,3.9,6.9,5.7,96.5,30.41,216.43,5.5
184,제주,2021-02,9.4,12.8,1019.4,1021.9,7.4,62,52.8,3.9,5.7,4,141.2,45.86,311.14,9
184,제주,2021-03,12.5,16.1,1017.3,1019.8,10,68,81.1,3.1,5.9,3.5,177,47.62,453.55,13.7
184,제주,2021-04,15.4,19.2,1016.2,1018.7,11.1,63,58.8,3.2,5.5,3.3,216.7,55.44,589.31,18.5
184,제주,2021-05,19,23.5,1008,1010.4,15.1,68,100.7,3,5.8,3.3,231.5,53.69,645.53,21.9
184,제주,2021-06,23.4,27,1005.5,1007.9,21.5,75,122.4,2.4,6.7,3.8,200.1,46.45,604.98,27.5
184,제주,2021-07,27.8,31.1,1005.6,1007.9,28.7,78,247.1,3.1,7.3,4,171.5,39.16,551.05,30.2
184,제주,2021-08,27.3,30.3,1006,1008.3,28.3,79,227.8,2.5,6.6,4.3,170.5,41.12,500.53,29
184,제주,2021-09,24.9,28,1010,1012.4,26.2,84,493.1,3.4,7,4.9,129.3,34.8,368.49,26.3
184,제주,2021-10,20.1,23.8,1018.4,1020.8,18,73,32.1,2.9,4.8,3.1,193.9,55.1,398.98,21.3
184,제주,2021-11,14,18.1,1018.4,1020.9,10.6,66,63.8,3.7,5.3,3.7,151.2,48.26,273.16,13.2
184,제주,2021-12,8.9,12.2,1023.2,1025.7,7.7,67,31.4,4.2,6.4,5.7,85.9,27.75,167,7.8
184,제주,2022-01,6.2,9.1,1022.5,1025,6.5,68,33.6,3.5,7,5.7,80.8,25.49,193.02,5.9
184,제주,2022-02,5.6,8.7,1024.1,1026.6,5.6,62,25.1,4.1,6.6,5.3,92.3,29.99,253.06,6.1
185,고산,2018-01,4.9,7.4,1014.4,1023.3,6.5,73,47.7,9.2,,,111.6,35.16,150.58,4.8
185,고산,2018-02,5.5,8.2,1014.2,1023.1,6.1,66,75,8.6,,,137.9,44.77,248.8,6.3
185,고산,2018-03,11,14.9,1010.7,1019.4,11.3,84,101.2,6,,,193.3,52.03,426.93,13.1
185,고산,2018-04,15.1,18.6,1007.4,1015.9,14.5,83,175.6,6.5,,,203.7,52.18,515.4,18.5
185,고산,2018-05,17.9,21.3,1003.4,1011.7,18,87,256.7,,,,144.8,33.66,451.38,20.4
185,고산,2018-06,21.3,24.7,999.8,1008,22.4,89,186.7,4.1,,,208.8,48.57,525.16,25.2
185,고산,2018-07,26.5,29.5,999.6,1007.7,30.4,89,20.8,4.9,,,272.9,62.33,622.74,32
185,고산,2018-08,27.7,31.1,998,1006,31.7,86,127.2,6,5.1,1.9,297.6,71.78,601.57,31.5
185,고산,2018-09,23.4,26.3,1003.9,1012.1,23.7,82,136.6,5.1,6.5,3.6,166.3,44.76,394.68,24.5
185,고산,2018-10,17.6,20.2,1009.8,1018.2,14.4,71,121.2,6.7,4.7,2.7,220.6,62.6,390.77,18.3
185,고산,2018-11,14,16.7,1013.9,1022.5,11.6,72,42.1,5.4,4.7,3.1,190.4,60.64,292.36,13.3
185,고산,2018-12,8.7,11.2,1016.8,1025.5,8.5,72,55,7.9,7.7,5.8,89.7,28.87,158.62,7.6
185,고산,2019-01,6.4,8.5,1016.8,1025.7,6.7,69,17.4,8.1,6.6,5,153.1,48.27,241.68,6.5
185,고산,2019-02,7.1,9.8,1014.4,1023.2,7.2,70,34.1,6.7,7.1,5,127.9,41.55,261.06,6.9
185,고산,2019-03,10.2,13.5,1009.5,1018.1,9.1,72,46,6.1,5.3,3.7,206.6,55.66,447.56,11.4
185,고산,2019-04,13.8,17.7,1006.5,1015,12.4,77,27.9,4,5.5,3.7,202.9,51.99,496.18,17.5
185,고산,2019-05,18,21.4,1004.3,1012.6,16,77,122.6,3.6,5.6,2.7,267.2,62.11,615.43,22.1
185,고산,2019-06,20.5,23.9,999.2,1007.4,21.8,90,172.9,2.3,6,3.6,207,48.15,518.03,24.7
185,고산,2019-07,23.9,26.5,998,1006.2,28.2,95,191.3,2.5,6.9,4.6,139.9,31.96,431.57,26.5
185,고산,2019-08,26.8,29.8,998.7,1006.7,30.3,87,321.5,4.9,6,2.8,225.3,54.34,519.48,29.7
185,고산,2019-09,23.6,26.6,1004.2,1012.4,25.8,88,400.1,5.3,6.3,3,180.2,48.51,393.46,24.9
185,고산,2019-10,19.4,22.2,1009.2,1017.5,16.8,74,127.2,6.5,4.9,2.4,221.7,62.91,377.19,20.1
185,고산,2019-11,14.6,17.7,1013.1,1021.7,12.1,71,16.1,7,4.9,3,192.4,61.2,290.87,14.8
185,고산,2019-12,9.8,12.8,1015.8,1024.5,8.7,70,83.8,7.8,7.3,5.5,111.8,35.98,179.85,9
185,고산,2020-01,8.5,10.6,1013.4,1022.2,8.3,73,76.1,8.1,8.1,6.1,84.7,26.72,176.89,7.8
185,고산,2020-02,8.9,11.9,1015.5,1024.2,8.9,75,41.6,7.8,6.2,4.7,163.7,51.3,297.91,9.4
185,고산,2020-03,10.7,13.8,1009.5,1018.1,9.7,73,61.2,7.5,5.4,3.7,215.5,57.91,446.79,12.6
185,고산,2020-04,12.3,15.5,1009.8,1018.4,9.8,68,32.5,7.5,4.3,2.5,273.8,70.03,597.68,15.4
185,고산,2020-05,17.4,21.3,1002.5,1010.8,17.2,87,90.3,5.3,6.2,3.7,197,45.74,527.07,21.4
185,고산,2020-06,21.5,24.6,998.6,1006.8,23.6,92,290.5,4.7,6.9,4.5,158.3,36.81,439.79,25.6
185,고산,2020-07,23.1,25.8,998.8,1006.9,26.8,94,247.8,5.2,7.4,5.2,130.6,29.85,410.76,26.1
185,고산,2020-08,27.7,30.6,1001,1009,33.8,92,181.2,5.9,5.2,3,242.2,58.53,549.59,31.4
185,고산,2020-09,22.5,25.5,1002.8,1011,23.2,85,132.8,5,6.3,3.5,180.3,48.57,385.26,23.8
185,고산,2020-10,18,20.7,1011.1,1019.5,14.3,69,34.7,6.3,5.4,3.3,236.3,67.19,412.32,19.9
185,고산,2020-11,14.1,16.9,1015.5,1024.1,12.3,74,19.4,7.1,5.7,4.1,166.2,52.96,271.98,14.7
185,고산,2020-12,7.8,10.4,1016.7,1025.5,7.4,69,20.8,8,7,5.5,141.2,45.46,209.24,7.8
185,고산,2021-01,6.9,9.7,1014.8,1023.6,7.5,72,72,9.8,6.8,5,135.4,42.66,220.48,5.8
185,고산,2021-02,9,12.8,1012.3,1021.1,8.9,74,41.9,8.6,5.7,4,167.3,54.27,308.67,9.1
185,고산,2021-03,12,15.6,1010.5,1019.1,11.3,79,111.8,6.7,5.7,3.8,204.6,55.03,450.07,13.4
185,고산,2021-04,14.9,18.6,1009.5,1018,12.5,74,101.2,6.4,5.5,3.2,232.8,59.62,549.04,18.6
185,고산,2021-05,17.9,21.7,1001.9,1010.2,17.8,87,132.2,6.1,5.9,3.5,240.5,55.85,582.95,21.8
185,고산,2021-06,22.5,26.1,999.4,1007.6,25.4,94,174.5,4.5,6.1,3.3,229.9,53.45,569.36,26.6
185,고산,2021-07,26.6,29.6,999.6,1007.7,31.5,91,122.7,5.2,7,4.2,175.2,40.04,473.77,28.7
185,고산,2021-08,26.5,29.3,1000,1008,32.1,93,196.7,4.7,6.6,3.2,200.1,48.29,463.62,28.5
185,고산,2021-09,24.2,27.1,1003.5,1011.6,27,89,348,5,6.4,3.5,171.5,46.16,381.35,25.4
